www,ANZSIC06_2Digit,Subdivision descriptor,ANZSIC06,Description
www.nztm.co.nz,1,Agriculture,191,Horse Farming
www.richardsonracing.co.nz,1,Agriculture,191,Horse Farming
www.richhillstud.co.nz,1,Agriculture,191,Horse Farming
www.stellarsporthorses.co.nz,1,Agriculture,191,Horse Farming
www.valachidowns.co.nz,1,Agriculture,191,Horse Farming
www.waikatostud.co.nz,1,Agriculture,191,Horse Farming
www.waterfallequestrian.com,1,Agriculture,191,Horse Farming
www.wentwoodgrange.co.nz,1,Agriculture,191,Horse Farming
www.westburystud.com,1,Agriculture,191,Horse Farming
www.wexfordstables.co.nz,1,Agriculture,191,Horse Farming
www.winnfarms.co.nz,1,Agriculture,191,Horse Farming
patoafarms.co.nz,1,Agriculture,192,Pig Farming
www.cabernet.co.nz,1,Agriculture,192,Pig Farming
www.woodysfarm.co.nz,1,Agriculture,192,Pig Farming
ashburtonapiaries.co.nz,1,Agriculture,193,Beekeeping
Backyardhoneybees.co.nz,1,Agriculture,193,Beekeeping
beeawesome.co.nz,1,Agriculture,193,Beekeeping
Beewell.co.nz,1,Agriculture,193,Beekeeping
biogreen.co.nz,1,Agriculture,193,Beekeeping
Creativeurbanfarms.co.nz,1,Agriculture,193,Beekeeping
earthboundhoney.com,1,Agriculture,193,Beekeeping
hexagonmead.com,1,Agriculture,193,Beekeeping
hivemind.co.nz,1,Agriculture,193,Beekeeping
kiwibees.co.nz,1,Agriculture,193,Beekeeping
kiwicoasthoney.co.nz,1,Agriculture,193,Beekeeping
knopfhoney.co.nz,1,Agriculture,193,Beekeeping
lionqueens.nz,1,Agriculture,193,Beekeeping
masonbrothershoney.com,1,Agriculture,193,Beekeeping
Mattersville.co.nz,1,Agriculture,193,Beekeeping
nectarboys.co.nz,1,Agriculture,193,Beekeeping
robinshoney.nz,1,Agriculture,193,Beekeeping
theauthentichoneyco.com,1,Agriculture,193,Beekeeping
truehoney.co.nz,1,Agriculture,193,Beekeeping
wagtailbees.co.nz,1,Agriculture,193,Beekeeping
wildpure.co.nz,1,Agriculture,193,Beekeeping
www.aratakihoney.co.nz,1,Agriculture,193,Beekeeping
www.aratakihoneyrotorua.co.nz,1,Agriculture,193,Beekeeping
www.aristaeushoney.co.nz,1,Agriculture,193,Beekeeping
www.beegreen.vpweb.co.nz,1,Agriculture,193,Beekeeping
www.beesrus.co.nz,1,Agriculture,193,Beekeeping
www.beezthingz.co.nz,1,Agriculture,193,Beekeeping
www.boihoneyshop.co.nz,1,Agriculture,193,Beekeeping
www.buyrawhoney.co.nz,1,Agriculture,193,Beekeeping
www.cablebayfarm.nz,1,Agriculture,193,Beekeeping
www.cammellshoney.co.nz,1,Agriculture,193,Beekeeping
www.canaanhoney.co.nz,1,Agriculture,193,Beekeeping
www.carricell.com,1,Agriculture,193,Beekeeping
www.diamondbees.co.nz,1,Agriculture,193,Beekeeping
www.downunderhoney.co.nz,1,Agriculture,193,Beekeeping
www.gbihoney.co.nz,1,Agriculture,193,Beekeeping
www.goldengrovebees.co.nz,1,Agriculture,193,Beekeeping
www.greytownhoney.co.nz,1,Agriculture,193,Beekeeping
www.haddrells.co.nz,1,Agriculture,193,Beekeeping
www.haineshoney.co.nz,1,Agriculture,193,Beekeeping
www.hantzhoney.co.nz,1,Agriculture,193,Beekeeping
www.happybeekeeping.co.nz,1,Agriculture,193,Beekeeping
www.hiveplus.co.nz,1,Agriculture,193,Beekeeping
www.honeyland.co.nz,1,Agriculture,193,Beekeeping
www.honeynz.co.nz,1,Agriculture,193,Beekeeping
www.honeynz.com,1,Agriculture,193,Beekeeping
www.honeytales.co.nz,1,Agriculture,193,Beekeeping
www.hpnz.nz,1,Agriculture,193,Beekeeping
www.huckleberryfarms.co.nz,1,Agriculture,193,Beekeeping
www.hunter-reilly.co.nz,1,Agriculture,193,Beekeeping
www.in-tense.co.nz,1,Agriculture,193,Beekeeping
www.kaiorahoney.co.nz,1,Agriculture,193,Beekeeping
www.kairawhitimiere.com,1,Agriculture,193,Beekeeping
www.kaiwhenua.nz,1,Agriculture,193,Beekeeping
www.kiwitahihoney.co.nz,1,Agriculture,193,Beekeeping
www.Manukaboy.com,1,Agriculture,193,Beekeeping
www.merakihoney.com,1,Agriculture,193,Beekeeping
www.middle-earthhoney.co.nz,1,Agriculture,193,Beekeeping
www.mieldescollines.co.nz,1,Agriculture,193,Beekeeping
www.mossops.co.nz,1,Agriculture,193,Beekeeping
www.mossopshoney.co.nz,1,Agriculture,193,Beekeeping
www.mossybees.com,1,Agriculture,193,Beekeeping
www.mountainvalleyhoney.co.nz,1,Agriculture,193,Beekeeping
www.nzmanukagroup.com,1,Agriculture,193,Beekeeping
www.organicbeevenom.com,1,Agriculture,193,Beekeeping
www.organichoney.co.nz,1,Agriculture,193,Beekeeping
www.packagebees.co.nz,1,Agriculture,193,Beekeeping
www.rarenewzealand.com,1,Agriculture,193,Beekeeping
www.silverfernhoney.co.nz,1,Agriculture,193,Beekeeping
www.smallwingsnz.com,1,Agriculture,193,Beekeeping
Www.southernsun.co.nz,1,Agriculture,193,Beekeeping
www.steveshoney.co.nz,1,Agriculture,193,Beekeeping
www.underhillhoney.co.nz,1,Agriculture,193,Beekeeping
www.wetlandviewpark.co.nz,1,Agriculture,193,Beekeeping
www.whangareibeeclub.co.nz,1,Agriculture,193,Beekeeping
www.woodlandhoney.co.nz,1,Agriculture,193,Beekeeping
alpacabreeders.co.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
blackforeststation.co.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
gavins.co.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
longbeachestate.co.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
osdlimited.com,1,Agriculture,199,Other Livestock Farming n.e.c.
wearnewzealand.com,1,Agriculture,199,Other Livestock Farming n.e.c.
www.alpaca-stud.co.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
www.elliscreekfarm.co.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
www.labradoodlelovers.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
www.lic.co.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
www.nzalpacas.com,1,Agriculture,199,Other Livestock Farming n.e.c.
www.ragdolls.co.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
www.surico.co.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
www.thegullies.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
www.toracoastalwalk.nz,1,Agriculture,199,Other Livestock Farming n.e.c.
www.apanui.co.nz,4,"Fishing, Hunting and Trapping",411,Rock Lobster and Crab Potting
earlybirdbaitandtackle.co.nz,4,"Fishing, Hunting and Trapping",413,Line Fishing
seafishsystems.co.nz,4,"Fishing, Hunting and Trapping",413,Line Fishing
www.westfleet.co.nz,4,"Fishing, Hunting and Trapping",413,Line Fishing
www.nzcockle.co.nz,4,"Fishing, Hunting and Trapping",414,"Fish Trawling, Seining and Netting"
moana.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
nzclams.com,4,"Fishing, Hunting and Trapping",419,Other Fishing
racing.org.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.aquaculture.org.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.carbonharvest.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.commercialdivespecialists.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.ecosol.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.indfish.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.kingskiwi.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.naturalkelp.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.ngatipukenga.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.omnemarine.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.resinfx.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.seaninja.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
www.unreelfishing.co.nz,4,"Fishing, Hunting and Trapping",419,Other Fishing
cardronaoutfitters.nz,4,"Fishing, Hunting and Trapping",420,Hunting and Trapping
newzealandsafaris.com,4,"Fishing, Hunting and Trapping",420,Hunting and Trapping
www.bghnz.co.nz,4,"Fishing, Hunting and Trapping",420,Hunting and Trapping
www.heartevents.club,4,"Fishing, Hunting and Trapping",420,Hunting and Trapping
www.huntahr.co.nz,4,"Fishing, Hunting and Trapping",420,Hunting and Trapping
www.leithenvalley.com,4,"Fishing, Hunting and Trapping",420,Hunting and Trapping
www.nzgamebirds.co.nz,4,"Fishing, Hunting and Trapping",420,Hunting and Trapping
contact.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
powernet.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
smartpower.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
topenergy.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
vector.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
waipanetworks.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.contact.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.controlelectronics.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.crl.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.electronet.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.energyonline.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.genesisenergy.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.legacyrenewablegeneration.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.mercury.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.meridianenergy.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.nel.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.novaenergy.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.opunakehydro.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.pioneerenergy.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.powerco.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.scanpower.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
www.thelinescompany.co.nz,26,Electricity Supply,2612,Hydro-electricity Generation
northpower.com,26,Electricity Supply,2619,Other Electricity Generation
pyespaelectrical.co.nz,26,Electricity Supply,2619,Other Electricity Generation
skysolar.co.nz,26,Electricity Supply,2619,Other Electricity Generation
stelectrical.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.aggreko.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.airfuture.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.dependablepower.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.directmechanicalservices.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.ecosmart.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.elektronltd.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.eneraque.com,26,Electricity Supply,2619,Other Electricity Generation
www.fiziks.gq,26,Electricity Supply,2619,Other Electricity Generation
www.forwardsolar.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.generatorcentral.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.hiteksolar.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.kce.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.lznewzealand.com,26,Electricity Supply,2619,Other Electricity Generation
www.naturalenergy.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.naturaltechnologies.nz,26,Electricity Supply,2619,Other Electricity Generation
www.northpower.com,26,Electricity Supply,2619,Other Electricity Generation
www.pacificgenerator.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.qpower.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.roaring40s.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.sghlimited.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.solarmaia.com,26,Electricity Supply,2619,Other Electricity Generation
www.switchbuild.co.nz,26,Electricity Supply,2619,Other Electricity Generation
www.wel.co.nz,26,Electricity Supply,2619,Other Electricity Generation
doconsulting.co.nz,26,Electricity Supply,2620,Electricity Transmission
scopeoil.co.nz,26,Electricity Supply,2620,Electricity Transmission
vcslimited.co.nz,26,Electricity Supply,2620,Electricity Transmission
www.auroraenergy.co.nz,26,Electricity Supply,2620,Electricity Transmission
www.directc.com,26,Electricity Supply,2620,Electricity Transmission
www.eastland.nz,26,Electricity Supply,2620,Electricity Transmission
www.transpower.co.nz,26,Electricity Supply,2620,Electricity Transmission
www.aidankelly.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.alpineenergy.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.bullerelectricity.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.centralines.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.countiesenergy.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.downer.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.eanetworks.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.eastland.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.hegroup.nz,26,Electricity Supply,2630,Electricity Distribution
www.mainpower.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.marlboroughlines.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.networktasman.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.oriongroup.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.powerlinerepairs.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.thinkdelta.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.trustpower.co.nz,26,Electricity Supply,2630,Electricity Distribution
www.unison.co.nz,26,Electricity Supply,2630,Electricity Distribution
aenzlimited.com,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
charge.net.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
goodsdirect2u.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
integratedenergy.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
karitpower.com,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
lovinlocal.com,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
octopusenergy.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
saveawatt.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
simplyenergy.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
superpower.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.aucklandenergy.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.chmarketing.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.coastalenergy.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.commercialutilities.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.ea.govt.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.emhTrade.com,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.energyforindustry.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.flickelectric.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.freenergy.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.goodenergy.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.hanergy.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.nzecs.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.ourenergy.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.paylessenergy.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.powergenius.net,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.prime.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.reidtechnology.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.se.com,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.smartinstallations.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.smartpower.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.sunergysolar.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.sunsonics.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.suntricity.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.westpower.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
www.whatpowercrisis.co.nz,26,Electricity Supply,2640,On Selling Electricity and Electricity Market Operation
firstgas.co.nz,27,Gas Supply,2700,Gas Supply
waihekelpg.co.nz,27,Gas Supply,2700,Gas Supply
www.contactenergy.co.nz,27,Gas Supply,2700,Gas Supply
www.fastconnect.co.nz,27,Gas Supply,2700,Gas Supply
www.gasnet.co.nz,27,Gas Supply,2700,Gas Supply
www.liquigas.co.nz,27,Gas Supply,2700,Gas Supply
www.rockgasmidcanterbury.co.nz,27,Gas Supply,2700,Gas Supply
www.rockgasnelson.co.nz,27,Gas Supply,2700,Gas Supply
www.rybak.co.nz,27,Gas Supply,2700,Gas Supply
www.southerngas.co.nz,27,Gas Supply,2700,Gas Supply
bargainbins.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
binhireupperhutt.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
brownsbins.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
dailywaste.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
daisygardenbags.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
discountbins.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
filterdisposal.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
footebins.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
ingrams-contracting-ltd-bin-skip.business.site,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
needaloo.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
paddysbins.com.au,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
rainbowbins.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
rubbishdirect.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
skipbinsqueenstown.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
wasteaway.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
wheeliebinsltd.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
woodswaste.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
www.4trash.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
www.5rsolutions.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
www.abbottbinhire.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
www.abcgroup.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
www.affordablebins.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
www.aimhire.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
www.alslittabinz.co.nz,29,"Waste Collection, Treatment and Disposal Services",2911,Solid Waste Collection Services
